customer_id,signup_date,tenure_days,recency,frequency,monetary_value,web_sessions,page_views,cart_additions,click_through_rate,churn
CUST_00055,2025-08-06,360,3,6,149.56,12,84,5,0.0381,0
CUST_00056,2024-12-30,579,5,4,179.83,28,196,5,0.1731,0
CUST_00057,2025-08-12,354,12,9,436.28,54,162,7,0.0592,0
CUST_00058,2026-04-17,106,32,3,165.04,15,90,3,0.5141,1
CUST_00059,2025-07-16,381,196,8,292.55,48,528,4,0.5628,1
CUST_00060,2025-04-19,469,72,6,288.33,18,144,5,0.2985,1
CUST_00061,2025-05-16,442,5,4,215.51,16,112,4,0.1871,0
CUST_00062,2025-02-24,523,56,6,264.83,12,96,7,0.1908,0
CUST_00063,2026-06-13,49,74,3,102.23,21,105,5,0.1473,1
CUST_00064,2025-12-24,220,24,8,347.71,56,168,6,0.3091,0
CUST_00065,2026-04-28,95,18,5,172.67,20,120,3,0.1155,0
CUST_00066,2025-01-02,576,39,5,120.56,15,45,3,0.5241,0
CUST_00067,2025-06-25,402,32,4,149.21,24,240,6,0.0677,0
CUST_00068,2026-07-16,16,13,9,121.16,63,189,7,0.2464,0
CUST_00069,2025-06-23,404,22,11,562.82,22,66,9,0.3158,0
CUST_00070,2024-12-29,580,35,9,431.53,45,450,6,0.2447,0
CUST_00071,2026-04-03,120,39,13,817.51,78,390,11,0.3337,0
CUST_00072,2025-03-28,491,34,8,297.28,48,240,6,0.1869,0
CUST_00073,2024-08-14,717,84,8,357.64,40,160,7,0.2092,0
CUST_00074,2025-06-11,416,1,12,494.81,84,252,10,0.2792,0
CUST_00075,2025-01-08,570,18,8,158.13,24,216,6,0.1829,0
CUST_00076,2026-02-06,176,62,9,244.26,54,594,7,0.4636,0
CUST_00077,2025-12-28,216,47,9,295.71,45,450,8,0.1263,0
CUST_00078,2025-10-21,284,112,6,225.21,12,108,4,0.1633,1
CUST_00079,2025-10-20,285,39,8,625.29,56,224,6,0.2673,0
CUST_00080,2025-04-18,470,45,8,422.47,16,160,7,0.2812,0
CUST_00081,2025-04-12,476,54,7,406.09,21,105,6,0.1191,0
CUST_00082,2025-11-08,266,9,9,471.67,18,144,6,0.2166,0
CUST_00083,2024-08-15,716,62,4,161.59,24,144,3,0.3738,0
CUST_00084,2025-09-25,310,16,4,201.64,20,100,2,0.2767,0
CUST_00085,2025-08-14,352,24,12,570.6,60,540,9,0.5512,0
CUST_00086,2026-05-26,67,1,9,434.59,18,180,7,0.0987,0
CUST_00087,2025-12-13,231,83,6,255.09,18,72,6,0.6754,1
CUST_00088,2026-01-11,202,138,10,343.03,20,160,6,0.169,1
CUST_00089,2025-07-03,394,2,4,164.61,24,216,5,0.2726,0
CUST_00090,2025-03-12,507,45,6,239.2,12,48,5,0.0354,0
CUST_00091,2026-06-07,55,145,10,597.41,60,420,8,0.2279,1
CUST_00092,2026-02-11,171,42,7,156.23,21,210,6,0.2598,0
CUST_00093,2026-07-03,29,71,7,271.64,21,210,5,0.3422,1
CUST_00094,2026-05-14,79,5,8,469.67,16,128,5,0.1671,0
CUST_00095,2025-02-12,535,12,4,198.32,28,308,4,0.0539,0
CUST_00096,2025-08-08,358,19,2,51.96,10,40,1,0.2193,0
CUST_00097,2026-03-11,143,178,13,391.34,39,195,9,0.1403,1
CUST_00098,2024-10-08,662,68,11,345.05,22,132,7,0.1915,0
CUST_00099,2025-04-02,486,97,2,124.69,10,50,3,0.0842,1
CUST_00100,2026-05-16,77,30,8,296.61,16,64,6,0.2799,0
CUST_00101,2026-03-01,153,56,11,521.98,44,308,9,0.1812,0
CUST_00102,2025-03-06,513,59,9,353.1,63,441,6,0.6682,0
CUST_00103,2024-12-02,607,37,7,287.28,21,63,6,0.6266,0
CUST_00104,2025-06-21,406,94,8,177.85,32,256,5,0.4566,1
CUST_00105,2024-09-11,689,7,8,175.13,32,192,6,0.3146,0
CUST_00106,2025-05-25,433,2,9,398.55,54,378,8,0.0775,0
CUST_00107,2025-10-02,303,16,7,70.88,14,98,6,0.0176,0
CUST_00108,2025-07-04,393,4,5,223.1,25,125,5,0.1065,0
CUST_00109,2025-03-15,504,2,2,111.28,10,50,3,0.2621,0
CUST_00110,2025-11-29,245,24,12,272.68,24,120,9,0.4421,0
CUST_00111,2026-06-07,55,10,6,285.54,12,72,5,0.1207,0
CUST_00112,2026-06-20,42,70,7,307.56,21,168,4,0.0828,1
CUST_00113,2026-03-05,149,39,8,444.8,40,360,6,0.2464,0
CUST_00114,2025-12-29,215,20,5,177.22,20,180,5,0.1722,0
CUST_00115,2026-06-15,47,15,14,776.44,56,224,10,0.6628,0
CUST_00116,2026-05-31,62,37,10,507.15,40,280,7,0.1745,0
CUST_00117,2025-03-02,517,25,9,500.25,63,378,6,0.1639,0
CUST_00118,2025-06-06,421,2,8,405.56,24,72,4,0.0365,0
CUST_00119,2024-12-21,588,49,5,157.66,15,75,5,0.1888,0
CUST_00120,2026-04-10,113,31,9,383.68,27,270,7,0.0596,0
CUST_00121,2024-09-02,698,14,7,454.18,14,42,7,0.0394,0
CUST_00122,2025-01-17,561,15,4,219.44,16,160,4,0.2468,0
CUST_00123,2024-11-12,627,27,9,312.08,45,360,7,0.2321,0
CUST_00124,2025-04-12,476,79,6,342.72,42,252,5,0.4239,1
CUST_00125,2024-10-13,657,24,6,282.43,24,264,5,0.1414,0
CUST_00126,2026-07-13,19,82,2,69.23,12,60,1,0.2084,1
CUST_00127,2025-12-12,232,24,4,284.37,24,168,3,0.2359,0
CUST_00128,2025-03-02,517,79,4,228.29,12,96,5,0.2162,1
CUST_00129,2025-06-15,412,120,8,225.59,48,432,5,0.3084,1
CUST_00130,2025-06-20,407,1,7,244.03,28,280,6,0.5499,0
CUST_00131,2025-12-23,221,2,3,130.39,21,189,4,0.011,0
CUST_00132,2026-07-03,29,6,5,272.94,20,140,5,0.2335,0
CUST_00133,2025-01-10,568,5,10,300.96,30,300,8,0.4505,0
CUST_00134,2025-04-13,475,27,5,164.04,35,385,3,0.2758,0
CUST_00135,2024-08-26,705,64,7,377.62,21,210,7,0.2761,0
CUST_00136,2024-12-20,589,146,7,425.76,28,112,4,0.3197,1
CUST_00137,2025-11-19,255,24,7,270.09,28,112,5,0.3003,0
CUST_00138,2024-12-31,578,52,5,155.16,25,125,5,0.5211,0
CUST_00139,2026-04-13,110,45,10,395.67,50,150,8,0.077,0
CUST_00140,2025-03-20,499,22,7,319.06,21,168,5,0.0809,0
CUST_00141,2025-06-06,421,57,6,404.85,18,162,5,0.1265,1
CUST_00142,2025-11-29,245,40,7,166.49,42,420,6,0.2984,0
CUST_00143,2024-10-01,669,64,12,310.1,24,216,9,0.2702,0
CUST_00144,2026-01-28,185,9,11,249.23,66,660,7,0.1098,0
CUST_00145,2025-01-23,555,20,10,356.06,40,160,8,0.2415,0
CUST_00146,2026-06-12,50,50,10,144.6,70,420,8,0.1706,0
CUST_00147,2025-02-08,539,5,10,546.52,70,210,9,0.379,0
CUST_00148,2026-02-08,174,66,3,68.87,15,45,3,0.1762,1
CUST_00149,2024-08-18,713,6,6,233.42,24,216,5,0.1997,0
CUST_00150,2025-11-17,257,17,5,227.08,10,60,4,0.1306,0
CUST_00151,2026-04-23,100,12,2,82.91,12,60,3,0.4295,1
CUST_00152,2024-12-17,592,2,9,324.03,63,630,7,0.5015,0
CUST_00153,2024-09-04,696,14,6,285.17,36,144,4,0.0789,0
CUST_00154,2025-01-07,571,109,5,212.19,30,150,5,0.2143,1
CUST_00155,2024-12-21,588,1,5,237.18,30,330,6,0.0417,0
CUST_00156,2024-10-10,660,1,5,118.41,25,275,5,0.2477,0
CUST_00157,2026-06-20,42,54,4,163.22,20,180,3,0.2732,1
CUST_00158,2024-11-05,634,20,6,251.67,30,180,5,0.1381,0
CUST_00159,2025-01-08,570,11,10,447.01,20,220,8,0.5171,0
CUST_00160,2025-08-12,354,31,4,196.96,16,96,4,0.3447,0
CUST_00161,2025-08-21,345,13,8,251.76,24,144,8,0.2307,0
CUST_00162,2024-10-16,654,22,5,266.09,15,165,3,0.2256,0
CUST_00163,2025-02-27,520,56,10,540.8,60,540,6,0.2652,0
CUST_00164,2025-08-04,362,5,7,451.52,42,126,6,0.2535,0
CUST_00165,2025-04-01,487,144,6,300.71,30,180,5,0.2534,1
CUST_00166,2025-11-29,245,1,10,63.78,50,150,7,0.0606,0
CUST_00167,2026-01-09,204,73,6,299.29,24,168,3,0.3347,1
CUST_00168,2025-12-05,239,58,9,301.38,27,297,8,0.1309,0
CUST_00169,2025-06-28,399,14,4,175.62,12,96,5,0.0982,0
CUST_00170,2025-07-06,391,5,5,246.1,35,280,5,0.3134,0
CUST_00171,2025-10-08,297,86,5,161.94,25,100,4,0.5615,1
CUST_00172,2024-10-23,647,51,3,108.01,21,189,4,0.1368,1
CUST_00173,2024-10-28,642,15,3,133.17,15,75,2,0.3534,0
CUST_00174,2025-11-01,273,1,10,473.13,20,200,6,0.2855,0
CUST_00175,2025-07-24,373,125,6,206.86,24,96,5,0.1414,1
CUST_00176,2024-08-07,724,23,5,218.91,35,280,5,0.4965,0
CUST_00177,2025-04-18,470,8,9,372.34,45,135,8,0.2293,0
CUST_00178,2025-06-02,425,109,6,205.25,36,396,4,0.1084,1
CUST_00179,2024-10-07,663,20,3,123.26,15,135,3,0.3624,0
CUST_00180,2025-09-03,332,28,10,547.04,50,300,8,0.2203,0
CUST_00181,2024-09-09,691,53,8,345.28,16,176,6,0.114,0
CUST_00182,2025-12-05,239,77,4,165.14,16,144,4,0.1846,1
CUST_00183,2025-11-26,248,4,5,235.48,35,175,4,0.0464,0
CUST_00184,2024-09-02,698,103,8,433.88,32,224,7,0.1348,1
CUST_00185,2024-09-22,678,121,9,434.16,54,270,6,0.3526,1
CUST_00186,2025-07-09,388,13,6,258.18,36,324,4,0.2613,0
CUST_00187,2024-09-14,686,30,10,315.36,20,180,9,0.0143,0
CUST_00188,2024-11-17,622,87,4,165.83,8,56,4,0.1603,1
CUST_00189,2025-04-02,486,30,5,226.79,15,75,4,0.1563,0
CUST_00190,2025-11-27,247,29,5,389.72,30,270,5,0.0968,0
CUST_00191,2024-08-25,706,43,2,84.37,10,30,1,0.0787,1
CUST_00192,2026-03-27,127,65,8,143.6,16,128,6,0.3672,1
CUST_00193,2025-03-08,511,49,4,160.43,12,60,3,0.1439,1
CUST_00194,2025-05-02,456,44,6,295.65,30,270,6,0.2088,0
CUST_00195,2024-12-31,578,20,11,558.31,44,484,8,0.0219,0
CUST_00196,2025-10-23,282,44,10,529.23,50,450,9,0.5745,0
CUST_00197,2025-02-23,524,4,8,324.75,32,96,7,0.1435,0
CUST_00198,2025-06-27,400,23,5,327.04,30,120,4,0.7052,0
CUST_00199,2025-06-26,401,9,6,277.36,18,126,5,0.1228,0
CUST_00200,2026-03-27,127,34,4,179.41,8,40,5,0.1901,1
CUST_00201,2024-11-12,627,13,11,357.3,33,264,9,0.3721,0
CUST_00202,2024-10-31,639,31,4,195.07,16,80,6,0.3939,0
CUST_00203,2026-04-28,95,67,5,249.77,20,160,3,0.0521,1
CUST_00204,2024-08-18,713,25,7,336.6,14,56,5,0.5211,0
CUST_00205,2026-03-27,127,11,9,409.42,27,162,7,0.2548,0
CUST_00206,2026-07-16,16,11,11,608.09,77,385,8,0.0894,0
CUST_00207,2024-10-14,656,106,5,358.58,10,90,6,0.1651,1
CUST_00208,2025-12-10,234,68,8,222.22,24,240,7,0.1877,1
CUST_00209,2024-12-29,580,1,3,144.99,21,168,4,0.2486,0
CUST_00210,2025-12-05,239,128,6,260.47,30,120,5,0.2647,1
CUST_00211,2025-06-28,399,5,7,496.61,42,294,6,0.2684,0
CUST_00212,2025-06-10,417,47,8,267.93,48,336,5,0.3992,0
CUST_00213,2024-10-18,652,36,7,398.85,42,126,5,0.3023,0
CUST_00214,2026-03-10,144,2,7,283.42,21,210,5,0.1923,0
CUST_00215,2026-05-26,67,15,10,409.01,40,440,8,0.1914,0
CUST_00216,2024-09-02,698,67,5,223.82,15,60,5,0.0984,0
CUST_00217,2024-09-14,686,16,7,332.15,49,343,6,0.3539,0
CUST_00218,2024-08-07,724,29,3,109.02,12,132,2,0.603,0
CUST_00219,2025-05-28,430,53,10,267.94,60,480,8,0.131,0
CUST_00220,2025-11-13,261,3,6,270.08,30,330,6,0.1841,0
CUST_00221,2025-05-05,453,80,5,262.75,20,120,3,0.1709,1
CUST_00222,2025-12-27,217,1,7,268.03,35,315,7,0.293,0
CUST_00223,2026-01-15,198,13,10,532.67,50,550,8,0.0469,0
CUST_00224,2026-03-17,137,64,10,682.01,20,180,6,0.284,0
CUST_00225,2025-06-12,415,109,4,176.21,20,180,5,0.0687,1
CUST_00226,2025-09-27,308,64,8,319.78,48,192,6,0.636,0
CUST_00227,2025-10-11,294,11,10,657.07,40,440,9,0.3573,0
CUST_00228,2024-11-15,624,191,8,299.16,32,96,6,0.195,1
CUST_00229,2026-01-01,212,23,6,122.15,30,240,6,0.3704,0
CUST_00230,2025-02-22,525,21,7,419.44,28,168,7,0.5518,0
CUST_00231,2026-02-24,158,90,8,273.1,40,200,5,0.3879,1
CUST_00232,2024-11-16,623,3,12,365.93,36,216,10,0.3425,0
CUST_00233,2025-12-29,215,36,9,348.68,45,315,8,0.0087,0
CUST_00234,2026-03-16,138,151,7,198.28,28,224,7,0.0498,1
CUST_00235,2026-01-12,201,4,8,381.13,32,224,6,0.1611,0
CUST_00236,2025-08-26,340,35,6,178.07,36,324,6,0.0927,0
CUST_00237,2025-04-10,478,6,4,195.86,8,72,5,0.4099,0
CUST_00238,2025-08-03,363,99,4,140.24,24,240,2,0.4569,1
CUST_00239,2024-09-26,674,39,8,440.97,24,144,6,0.2577,0
CUST_00240,2025-06-10,417,12,6,215.3,36,288,7,0.3743,0
CUST_00241,2025-08-06,360,16,5,194.51,15,165,3,0.2587,0
CUST_00242,2025-02-22,525,32,3,159.98,21,189,4,0.2315,0
CUST_00243,2026-02-21,161,58,6,88.73,24,240,5,0.4768,1
CUST_00244,2026-02-20,162,30,8,330.9,32,288,6,0.1862,0
CUST_00245,2024-08-06,725,9,5,307.72,15,120,3,0.2832,0
CUST_00246,2025-03-16,503,55,7,271.48,49,392,6,0.2544,0
CUST_00247,2024-10-16,654,5,9,369.67,54,540,7,0.5089,0
CUST_00248,2025-01-13,565,74,6,258.82,24,264,5,0.2288,1
CUST_00249,2025-08-14,352,22,6,272.59,24,264,5,0.1618,0
CUST_00250,2024-10-15,655,47,10,568.87,50,450,7,0.6976,0
CUST_00251,2025-04-01,487,19,5,232.9,25,225,4,0.4311,0
CUST_00252,2026-02-17,165,49,8,446.98,32,192,7,0.061,0
CUST_00253,2025-05-29,429,98,9,488.07,18,90,7,0.3129,1
CUST_00254,2025-09-23,312,54,5,157.49,10,90,4,0.1939,1
CUST_00255,2024-11-14,625,50,6,221.46,24,168,5,0.3357,0
CUST_00256,2025-10-28,277,63,7,165.15,14,140,4,0.1454,1
CUST_00257,2026-02-24,158,31,9,364.06,27,135,6,0.2717,0
CUST_00258,2025-08-06,360,11,4,214.17,8,24,5,0.1424,0
CUST_00259,2024-11-01,638,76,10,384.36,70,280,7,0.104,0
CUST_00260,2024-12-23,586,47,5,261.82,15,135,3,0.2845,0
CUST_00261,2026-07-16,16,16,8,256.2,56,504,6,0.4096,0
CUST_00262,2025-09-17,318,14,5,332.89,25,200,5,0.3593,0
CUST_00263,2025-11-06,268,31,8,250.3,48,240,5,0.1181,0
CUST_00264,2024-10-04,666,10,7,250.65,42,462,5,0.1876,0
CUST_00265,2025-04-21,467,94,7,357.07,28,140,5,0.2279,1
CUST_00266,2026-06-11,51,69,6,276.72,12,108,3,0.1306,1
CUST_00267,2026-02-08,174,16,7,375.87,49,294,5,0.2718,0
CUST_00268,2026-07-09,23,2,9,331.18,36,360,8,0.5341,0
CUST_00269,2025-11-27,247,2,8,346.59,48,336,7,0.2156,0
CUST_00270,2026-04-10,113,15,4,157.63,12,48,5,0.1308,0
CUST_00271,2024-09-27,673,7,9,372.53,45,180,5,0.4661,0
CUST_00272,2025-12-22,222,92,7,230.95,42,336,5,0.1101,1
CUST_00273,2026-03-09,145,24,6,278.59,18,90,4,0.1463,0
CUST_00274,2025-06-09,418,19,6,273.15,42,462,6,0.3973,0
CUST_00275,2026-02-16,166,11,7,377.36,14,70,5,0.5377,0
CUST_00276,2026-05-25,68,82,4,145.48,20,220,5,0.2185,1
CUST_00277,2026-03-20,134,70,8,287.92,48,528,6,0.3539,1
CUST_00278,2024-09-13,687,21,5,220.39,25,100,5,0.3991,0
CUST_00279,2024-10-28,642,8,6,290.24,12,60,6,0.399,0
CUST_00280,2024-12-08,601,136,5,323.43,15,90,2,0.1212,1
CUST_00281,2024-10-31,639,17,7,385.04,14,98,7,0.3003,0
CUST_00282,2025-05-24,434,66,6,249.17,30,180,5,0.0626,1
CUST_00283,2025-05-22,436,27,7,214.18,21,210,5,0.1602,0
CUST_00284,2026-04-05,118,68,5,239.75,15,45,5,0.5423,1
CUST_00285,2025-11-06,268,29,7,321.36,28,252,5,0.1567,0
CUST_00286,2025-12-03,241,116,7,149.59,21,63,7,0.5487,1
CUST_00287,2026-03-28,126,72,9,304.59,54,486,5,0.0328,1
CUST_00288,2025-02-23,524,13,10,411.68,70,630,8,0.1505,0
CUST_00289,2025-04-01,487,25,9,329.27,63,693,6,0.3878,0
CUST_00290,2026-04-10,113,4,6,272.49,24,240,6,0.1911,0
CUST_00291,2026-02-15,167,105,5,257.13,10,80,7,0.1601,1
CUST_00292,2025-08-14,352,3,6,179.87,30,300,5,0.2892,0
CUST_00293,2024-08-11,720,1,11,409.99,22,88,8,0.1481,0
CUST_00294,2026-02-05,177,30,8,256.27,32,256,7,0.035,0
CUST_00295,2024-09-05,695,41,5,356.77,10,70,4,0.3775,0
CUST_00296,2026-02-07,175,11,10,510.16,50,450,7,0.2056,0
CUST_00297,2024-12-15,594,38,7,347.18,21,63,6,0.0857,0
CUST_00298,2025-06-15,412,101,8,290.35,24,144,5,0.3089,1
CUST_00299,2025-10-14,291,44,5,155.12,15,105,4,0.0988,1
CUST_00300,2025-03-01,518,27,8,235.21,56,448,7,0.0408,0
CUST_00301,2025-06-21,406,7,10,216.19,20,120,7,0.124,0
CUST_00302,2026-03-05,149,8,11,590.17,44,440,9,0.4799,0
CUST_00303,2026-01-04,209,29,8,305.41,40,120,7,0.1728,0
CUST_00304,2025-06-12,415,27,3,142.19,21,231,4,0.1874,0
CUST_00305,2024-10-16,654,33,7,228.05,35,140,5,0.24,0
CUST_00306,2026-06-15,47,31,5,263.69,25,175,5,0.0875,1
CUST_00307,2024-08-29,702,18,14,267.32,98,980,10,0.2221,0
CUST_00308,2025-04-14,474,53,5,150.53,10,90,3,0.1073,1
CUST_00309,2025-04-04,484,10,7,282.0,21,84,6,0.2124,0
CUST_00310,2025-07-08,389,86,9,434.39,27,189,7,0.3093,0
CUST_00311,2026-06-26,36,9,5,156.59,35,105,2,0.1697,0
CUST_00312,2024-09-16,684,24,4,98.52,28,252,5,0.1669,0
CUST_00313,2026-06-10,52,10,10,529.96,50,300,8,0.1036,0
CUST_00314,2025-11-30,244,43,5,263.6,25,175,5,0.3423,1
CUST_00315,2025-07-18,379,29,6,294.86,42,378,5,0.2019,0
CUST_00316,2025-01-01,577,21,7,512.21,21,168,6,0.1585,0
CUST_00317,2025-05-06,452,29,5,167.97,20,120,5,0.2273,0
CUST_00318,2025-10-08,297,24,7,233.84,49,294,5,0.189,0
CUST_00319,2026-06-21,41,86,7,244.12,49,245,5,0.5035,1
CUST_00320,2025-12-04,240,5,9,483.74,63,441,6,0.3904,0
CUST_00321,2025-10-14,291,70,5,215.86,25,100,6,0.2696,1
CUST_00322,2024-11-16,623,47,12,481.2,60,600,7,0.2452,0
CUST_00323,2025-10-07,298,19,7,235.27,21,210,6,0.3086,0
CUST_00324,2025-03-24,495,113,1,40.04,5,15,2,0.0737,1
CUST_00325,2025-04-21,467,8,1,47.5,6,18,2,0.3951,0
CUST_00326,2024-09-27,673,16,4,252.43,28,168,5,0.4916,0
CUST_00327,2025-02-17,530,21,11,634.84,44,220,7,0.2845,0
CUST_00328,2025-01-17,561,46,3,106.63,18,162,5,0.4147,0
CUST_00329,2026-01-07,206,131,7,146.49,49,490,4,0.5528,1
CUST_00330,2026-05-30,63,40,5,209.03,35,315,4,0.1626,1
CUST_00331,2025-02-21,526,87,12,463.19,24,264,8,0.0786,0
CUST_00332,2026-07-01,31,105,10,219.82,40,160,6,0.2895,1
CUST_00333,2026-01-27,186,28,7,367.8,28,84,8,0.5416,0
CUST_00334,2025-12-10,234,28,4,157.89,28,280,4,0.1475,1
CUST_00335,2026-02-10,172,12,5,286.66,30,180,5,0.1855,0
CUST_00336,2025-03-28,491,41,5,161.04,15,90,5,0.1968,0
CUST_00337,2026-06-02,60,5,9,303.86,54,432,6,0.0539,0
CUST_00338,2025-07-10,387,45,6,322.47,18,126,5,0.4467,0
CUST_00339,2025-02-15,532,100,5,149.23,30,300,4,0.0808,1
CUST_00340,2026-04-10,113,64,5,252.91,15,120,5,0.3977,1
CUST_00341,2026-06-11,51,47,12,366.97,24,192,10,0.2359,0
CUST_00342,2025-10-11,294,82,11,560.5,55,165,7,0.2783,0
CUST_00343,2025-08-03,363,58,4,143.66,20,180,4,0.402,1
CUST_00344,2025-03-08,511,33,8,514.44,32,352,6,0.4949,0
CUST_00345,2025-09-19,316,33,6,141.55,18,108,5,0.26,0
CUST_00346,2026-01-18,195,5,5,216.21,15,165,4,0.1318,0
CUST_00347,2024-11-18,621,25,8,471.49,40,200,7,0.0719,0
CUST_00348,2026-04-10,113,33,6,342.17,30,150,5,0.4697,0
CUST_00349,2024-08-17,714,28,5,186.97,35,140,3,0.3455,0
CUST_00350,2026-03-24,130,67,10,246.19,20,220,7,0.5132,0
CUST_00351,2026-01-08,205,7,10,437.03,30,90,8,0.077,0
CUST_00352,2025-11-07,267,71,12,385.99,48,288,9,0.0355,0
CUST_00353,2026-02-07,175,60,8,359.2,16,64,6,0.2758,0
CUST_00354,2025-11-04,270,103,7,443.25,28,140,5,0.3702,1
CUST_00355,2025-08-29,337,21,8,368.19,56,448,6,0.2924,0
CUST_00356,2026-03-12,142,8,5,291.05,35,315,5,0.2609,0
CUST_00357,2026-06-30,32,63,6,230.02,36,252,5,0.1144,1
CUST_00358,2024-12-29,580,39,8,283.14,24,144,8,0.2117,0
CUST_00359,2024-12-25,584,56,7,430.73,28,84,4,0.5991,0
CUST_00360,2025-08-29,337,257,9,260.3,27,189,8,0.1392,1
CUST_00361,2024-08-31,700,9,5,139.78,25,100,3,0.3002,0
CUST_00362,2024-10-30,640,23,5,205.3,10,60,5,0.2221,0
CUST_00363,2025-10-03,302,9,7,284.97,14,112,6,0.1459,0
CUST_00364,2024-09-23,677,88,7,159.19,28,308,5,0.2205,1
CUST_00365,2024-10-17,653,1,5,273.43,25,275,4,0.1401,0
CUST_00366,2026-02-13,169,6,6,285.09,42,210,5,0.1552,0
CUST_00367,2025-03-15,504,12,5,204.98,30,210,5,0.0658,0
CUST_00368,2025-06-27,400,66,7,291.45,35,140,5,0.179,1
CUST_00369,2026-04-05,118,44,10,514.85,60,360,8,0.0639,0
CUST_00370,2025-06-20,407,22,8,226.89,32,96,6,0.1804,0
CUST_00371,2025-11-14,260,7,4,165.9,20,80,5,0.2419,0
CUST_00372,2026-01-23,190,17,6,320.98,12,120,5,0.1092,0
CUST_00373,2026-06-09,53,61,9,564.65,63,378,6,0.2467,1
CUST_00374,2025-03-28,491,21,7,400.93,21,168,5,0.4645,0
CUST_00375,2024-09-04,696,27,8,305.76,32,352,7,0.4491,0
